time	TriggeredState-name	TriggeredState-state	[00].VehicleUpdate-pos.001	[00].VehicleUpdate-pos.002	[00].VehicleUpdate-pos.003	[00].VehicleUpdate-pos.004	[00].VehicleUpdate-pos.005	[00].VehicleUpdate-pos.006	[00].VehicleUpdate-COGPos.001	[00].VehicleUpdate-COGPos.002	[00].VehicleUpdate-COGPos.003	[00].VehicleUpdate-speed.001	[00].VehicleUpdate-speed.002	[00].VehicleUpdate-speed.003	[00].VehicleUpdate-speed.004	[00].VehicleUpdate-speed.005	[00].VehicleUpdate-speed.006	[00].VehicleUpdate-accel.001	[00].VehicleUpdate-accel.002	[00].VehicleUpdate-accel.003	[00].VehicleUpdate-accel.004	[00].VehicleUpdate-accel.005	[00].VehicleUpdate-accel.006	[00].VehicleUpdate-accelerator	[00].VehicleUpdate-brake	Last_TimeMarker
0.5	null	null	-1724.94071635	7461.54052146	-0.0308595313152	-1.57079263735	-0.00661104007699	-9.50825944407e-09	-1724.94071089	7460.0637346	0.505063291975	0.105649575591	9.09712180146e-05	0.0109668336809	5.5749569583e-05	0.00116108520888	2.25330149988e-05	0.591237783432	0.000577007012907	-0.0534438528121	0.000438277755165	-0.106517709792	6.29734058748e-05	0.254377782345	0	
0.55	null	null	-1724.94071527	7461.53468382	-0.0304251634608	-1.57078929833	-0.00664840804695	1.22319903865e-06	-1724.94070554	7460.05791698	0.505552843982	0.137575462461	0.000131947628688	0.00776125956327	8.52791272337e-05	-0.00243125716224	2.85091355181e-05	0.742820262909	0.000857445935253	-0.0707031190395	0.000824703078251	-0.0570092499256	-8.03378770797e-06	0.307896882296	0	
0.6	null	null	-1724.94071412	7461.5270204	-0.0303459383122	-1.5707842813	-0.00682941612044	2.77678356497e-06	-1724.9406978	7460.05035061	0.505899367068	0.179098501801	0.00018977720174	0.00479202531278	0.000125279475469	-0.00536201940849	3.80173769372e-05	0.980167746544	0.00122285168618	-0.0491317845881	0.000818814558443	-0.0667381212115	2.84079692392e-06	0.360879540443	0	
0.65	null	null	-1724.94071268	7461.51705933	-0.0305547293721	-1.57077708846	-0.00714051533559	4.8031367006e-06	-1724.9406868	7460.04055643	0.506149940861	0.229699477553	0.000264313770458	0.00298121687956	0.000178237693035	-0.00764816766605	4.96210159326e-05	1.12947189808	0.00153567723464	-0.0290679745376	0.00104129756801	-0.0388577356935	-8.44255991979e-05	0.413249492645	0	
0.7	null	null	-1724.94071069	7461.50207676	-0.0310189420113	-1.5707651328	-0.00760978208372	7.7814407024e-06	-1724.94066873	7460.02582588	0.506378542807	0.297119945288	0.000370337365894	0.00133308465593	0.000252898578765	-0.00923777464777	5.8494581026e-05	1.2706720829	0.00188898586202	-0.0264793206006	0.00123328657355	-0.0201489198953	-0.000333051371854	0.463205546141	0	
0.75	null	null	-1724.94070867	7461.48605043	-0.0315319225209	-1.57075116983	-0.00806181015228	1.06780050011e-05	-1724.94064764	7460.01004263	0.506532814191	0.359981447458	0.000482448725961	-2.50790581049e-05	0.000330817856593	-0.00947276037186	6.24206077191e-05	1.33863997459	0.00227263616398	-0.0239906571805	0.00138068816159	0.00833566021174	-0.000530263001565	0.486133337021	0	
0.8	null	null	-1724.94070628	7461.46694352	-0.0320514144123	-1.57073328001	-0.00849827041315	1.3554209993e-05	-1724.94062037	7459.99117069	0.506657489765	0.425594240427	0.000610833114479	-0.00124578597024	0.000417921371991	-0.00869919918478	6.14783712081e-05	1.39184916019	0.00263772369362	-0.0197279062122	0.00154786405619	0.0201333817095	-0.000672202557325	0.504039168358	0	
0.85	null	null	-1724.94070331	7461.44465357	-0.0325211682183	-1.57071101205	-0.00888918676552	1.62556721609e-05	-1724.94058597	7459.96909146	0.506764598491	0.493465930223	0.000754863605835	-0.00224321009591	0.000515133258887	-0.00764756277204	5.98178921791e-05	1.43666660786	0.00300617259927	-0.0148589713499	0.0017872042954	0.0205268990248	-0.000722852302715	0.518894016743	0	
0.9	null	null	-1724.94069865	7461.41449437	-0.0329837770832	-1.57067889927	-0.00928380724376	1.92020982125e-05	-1724.94053551	7459.93914518	0.506884234624	0.575100958347	0.000940173398703	-0.00316680059768	0.000629746180493	-0.00651521561667	5.72245080548e-05	1.47596919537	0.00344562088139	-0.0106693999842	0.00138573802542	0.020765690133	-0.00069419213105	0.531850874424	0	
0.95	null	null	-1724.94069242	7461.38498412	-0.0332983287923	-1.57064603195	-0.00957168989698	2.17336512616e-05	-1724.94048214	7459.90979042	0.506994387951	0.646879136562	0.00111280637793	-0.00373348384164	0.000742438482121	-0.00549576338381	5.07081313117e-05	1.50981724262	0.00358609994873	-0.00577316200361	0.00189397111535	0.0232817158103	-0.00117701897398	0.543060183525	0	
1	null	null	-1724.94068469	7461.35202029	-0.0335164254641	-1.57060737556	-0.00980741484292	2.397529212e-05	-1724.94041859	7459.876954	0.507124016197	0.72009575367	0.00129732338246	-0.00411439500749	0.000869204755872	-0.0043671708554	5.09742203576e-05	1.5390329361	0.00395625736564	-0.0043472237885	0.00194203399587	0.0226603318006	-0.00112695782445	0.552869796753	0	
1.05	null	null	-1724.94067307	7461.30911089	-0.033644751543	-1.57055441331	-0.0100174167471	2.65418916123e-05	-1724.94033023	7459.83415818	0.507305444895	0.807103037834	0.00152038224041	-0.00458645494655	0.00101959216408	-0.00320176687092	4.65482517029e-05	1.56525468826	0.00429371139035	-0.00725527340546	0.00199425104074	0.019407114014	-0.00117807241622	0.561445474625	0	
1.1	null	null	-1724.9406601	7461.26844592	-0.0336655748225	-1.57050179085	-0.010151161739	2.90232912564e-05	-1724.94024097	7459.7935656	0.507481884283	0.88290977478	0.00173006090336	-0.00514758750796	0.00116417428944	-0.00243397732265	5.44195972907e-05	1.58848702908	0.0047535742633	-0.0115994866937	0.00210303766653	0.0141741717234	-0.00122801645193	0.56894993782	0	
1.15	null	null	-1724.94064365	7461.224134	-0.033630808692	-1.57044209582	-0.0102538648101	3.16635978642e-05	-1724.94013788	7459.74930929	0.507668122262	0.959708213806	0.00195393920876	-0.00594167597592	0.00131667207461	-0.00191608606838	6.01199026278e-05	1.60868644714	0.0052439509891	-0.0172994490713	0.00222360296175	0.00848467554897	-0.00139507511631	0.575509190559	0	
